Project Number,Province,Sector,Name,Amount
51247,LIMPOPO,CHARITIES,Munwai Primary School,550000.0
59073,LIMPOPO,CHARITIES,Tshiawelo Secondary School,150000.0
57933,LIMPOPO,CHARITIES,Lehlogedi Community Home Based Care,690139.0
52443,LIMPOPO,CHARITIES,Kwokwane Home Based Care,217666.0
50814,LIMPOPO,CHARITIES,Ramashobohle School Committee,150000.0
57569,LIMPOPO,CHARITIES,Tshiwedza SP School,77500.0
59597,LIMPOPO,CHARITIES,Boikhutsong Home Based Care Project,604773.0
55462,LIMPOPO,CHARITIES,New Life Consultants,295948.0
53551,LIMPOPO,CHARITIES,Mookgo Secondary School,361000.0
53595,LIMPOPO,CHARITIES,Modupi Primary School,389704.0
59186,LIMPOPO,CHARITIES,Ngwanabekane Primary School,185000.0
57961,LIMPOPO,CHARITIES,Motlake Creche,119305.0
65646,LIMPOPO,CHARITIES,Takalani-Nana Home Care Centre,521000.0
53702,LIMPOPO,CHARITIES,Lekgolo Maake Primary School,400000.0
56917,LIMPOPO,CHARITIES,Lebopo Community Home Based Care,270400.0
50175,LIMPOPO,CHARITIES,Mante Creche,179357.0
53020,LIMPOPO,CHARITIES,Shikundu  Home Based Care,190850.0
51110,LIMPOPO,CHARITIES,Davhana Society For The Care of the Aged,238395.0
61299,LIMPOPO,CHARITIES,Rivoni Society for the Blind,829800.0
52029,LIMPOPO,CHARITIES,Diphagane Garden Project,126500.0
52250,LIMPOPO,CHARITIES,Funanani Community Creche,68394.0
61642,LIMPOPO,CHARITIES,Nkuzi Development Association,1003653.0
61987,LIMPOPO,CHARITIES,Samaritan Family Care Organisation,980700.0
50391,LIMPOPO,CHARITIES,Christian Social Council - Louis Trichardt,84102.0
58562,LIMPOPO,CHARITIES,Luheni Primary School,400000.0
51246,LIMPOPO,CHARITIES,Masia Senior Primary School,150000.0
52445,LIMPOPO,CHARITIES,Ditshidze Health Care Project,167900.0
59346,LIMPOPO,CHARITIES,Eisleben Drop In Centre,261125.0
52000,LIMPOPO,CHARITIES,Magofa Coomunity Creche no 2 Account,98500.0
65890,LIMPOPO,CHARITIES,Keep The Dream 196,251000.0
53033,LIMPOPO,CHARITIES,Mhlava-Wellem Day Care Centre,216622.0
65497,LIMPOPO,CHARITIES,Babanana Day Care Centre,183783.0
51983,LIMPOPO,CHARITIES,Makhushane Drop-In Centre,356000.0
45051,LIMPOPO,CHARITIES,Bophelong Home Based Care & HIV Peers,109900.0
53424,LIMPOPO,CHARITIES,Smiling Faces Creche,180366.0
59203,LIMPOPO,CHARITIES,Ratanang Service Centre for the Aged,709400.0
65496,LIMPOPO,CHARITIES,Mponegele Ke Itirele,238800.0
57482,LIMPOPO,CHARITIES,Lapa La Hunadi Aged Club,390750.0
65337,LIMPOPO,CHARITIES,Vuvha Home Based Care 2,398000.0
66016,LIMPOPO,CHARITIES,Zwoitwa Community Project,699000.0
53999,LIMPOPO,CHARITIES,Mafenya Jnr Primary School,370000.0
57426,LIMPOPO,CHARITIES,Ndikandafhi J P School,370000.0
65626,LIMPOPO,CHARITIES,SAVF Louis Trichardt,73500.0
62974,LIMPOPO,CHARITIES,Thandululo Counselling Organisation,515560.0
64737,LIMPOPO,CHARITIES,SPCA Louis Trichardt,332900.0
52053,LIMPOPO,CHARITIES,Ritshidze Home Based Care,207545.0
58858,LIMPOPO,CHARITIES,Mutale Victim Empowerment,292699.0
51922,LIMPOPO,CHARITIES,Rodiimisa Home Based Care,101399.0
59624,LIMPOPO,CHARITIES,Kodumela Drop In Centre,380964.0
65507,LIMPOPO,CHARITIES,Taukgaga Pre-School,84050.0
64320,LIMPOPO,CHARITIES,Vurhonga Day Care,243257.0
63701,LIMPOPO,CHARITIES,Nakedi Day Care,95750.0
66997,LIMPOPO,CHARITIES,Mohokone Day Care Centre,138692.0
67012,LIMPOPO,CHARITIES,Mapitlula Rathabile Day Care Centre,155485.0
51594,LIMPOPO,CHARITIES,Human Resource & Social Information Centre,449000.0
51180,LIMPOPO,CHARITIES,Koko Khutsa Creche,310080.0
29068,LIMPOPO,CHARITIES,Judy's Paradise Home,189720.0
65189,LIMPOPO,CHARITIES,Opret Advice Office,291500.0
63641,LIMPOPO,CHARITIES,Bright Morning Star Nursery,304740.0
57648,LIMPOPO,CHARITIES,Magoletsa Secondary School,400000.0
59238,LIMPOPO,CHARITIES,Vleifontein Community Home Based Care,546500.0
62839,LIMPOPO,CHARITIES,Maphutha Community Development Drop In Centre,244000.0
65520,LIMPOPO,CHARITIES,Pfunano Thusano Community Project,889186.0
64271,LIMPOPO,CHARITIES,Seed of Hope & Community Based Care,155400.0
61640,LIMPOPO,SPORT,Nhluvuko Child Care Centre,682000.0
56720,LIMPOPO,SPORT,Moilanong Matsepe Primary School,275000.0
57474,LIMPOPO,SPORT,Ndiya Hamutsha School,169025.0
65209,LIMPOPO,SPORT,Lehlogonolo Educare Centre,90103.0
52453,LIMPOPO,SPORT,Zwivhuya Zwashu Care Project,138500.0
51119,LIMPOPO,SPORT,Naledi Creche,248500.0
65760,LIMPOPO,SPORT,Tshepong Child. Pro.Ass,234800.0
63363,LIMPOPO,SPORT,Ipelegeng Educare Centre,212190.0
65514,LIMPOPO,SPORT,Mmalebe Community Creche,205063.0
65509,LIMPOPO,SPORT,Phologo Drop In Centre,53150.0
61148,LIMPOPO,SPORT,Mapate HIV AIDS Awareness & Welfare,808500.0
65977,LIMPOPO,SPORT,Ikageng HIV AIDS Home Based Care 2,436550.0
65543,LIMPOPO,SPORT,Mulodi Phalama Comm Home Based Care,504000.0
63394,LIMPOPO,SPORT,Fefe Home Based Care Project,604000.0
54296,LIMPOPO,SPORT,Jim Rhangane Secondary School,117522.0
64743,LIMPOPO,SPORT,Leratong Disability Centre,400000.0
49879,LIMPOPO,SPORT,Morwakola Drop In Centre,144500.0
54159,LIMPOPO,SPORT,Kganya Creche,111312.0
53970,LIMPOPO,SPORT,Mmakomane Mary Creche/Preschool,158658.0
55647,LIMPOPO,SPORT,Serefeteng Home Based Care,215100.0
50751,LIMPOPO,SPORT,Jack Morare Primary School,336806.0
66018,LIMPOPO,SPORT,Mukula Home Based Care,327000.0
65771,LIMPOPO,SPORT,Tswelopele Home Based Care,227000.0
65179,LIMPOPO,SPORT,Guyuni Community Home Based Care Project,161075.0
66085,LIMPOPO,SPORT,Hlakano Youth Club,140750.0
52428,LIMPOPO,SPORT,Praktiseer Home Community Based Care,202268.0
65322,LIMPOPO,SPORT,Mogaila Tshwene Drop in Centre,299155.0
65828,LIMPOPO,SPORT,Dakari Home Based Care Project,242800.0
65405,LIMPOPO,SPORT,Molepo Home Based  & Counseling Centre,464500.0
57919,LIMPOPO,SPORT,Limpopo Mental Health Society,918187.0
65513,LIMPOPO,SPORT,Masechaba Creche,195425.0
51418,LIMPOPO,SPORT,Tshandama/Lukau Drop In Centre,446098.0
51846,LIMPOPO,SPORT,Baithudi Mohlahledi Primary School,122970.0
51022,LIMPOPO,SPORT,Tshilidzi Community Creche,132750.0
54228,LIMPOPO,SPORT,Mafefe Central Community,164855.0
66973,LIMPOPO,SPORT,Far North Community Care & Development No2,716000.0
57853,LIMPOPO,SPORT,Ikageng Community Home Based Care,173000.0
58439,LIMPOPO,SPORT,Setotolwane Elsen School,700000.0
50858,LIMPOPO,SPORT,Kgoloko Secondary School,450000.0
54162,LIMPOPO,SPORT,Phuthanang Home Based Care,106900.0
58561,LIMPOPO,SPORT,Tondani Day Care Centre,146250.0
51438,LIMPOPO,SPORT,Mohlaletse Home Based Care,192500.0
58203,LIMPOPO,SPORT,Jafta Lower Primary School,275000.0
55596,LIMPOPO,SPORT,Seopo School Committee,137100.0
65697,LIMPOPO,SPORT,Community Health Development Project,167500.0
65770,LIMPOPO,SPORT,Are Ikemeng Womens Health Development Org,200350.0
66458,LIMPOPO,SPORT,Morwakola Drop In Centre,507000.0
50027,LIMPOPO,SPORT,Tshanduko Home Based Care 2,257200.0
61634,LIMPOPO,SPORT,Londanani Home Based Care,642400.0
52345,LIMPOPO,SPORT,Lesedi Child Care Centre,296004.0
67020,LIMPOPO,SPORT,Ngwako Mathekga Educare Centre,219893.0
65853,LIMPOPO,SPORT,Bennde Mutake Home Based Care No2,128000.0
66131,LIMPOPO,SPORT,Itireleng Educational Project,821000.0
64263,LIMPOPO,SPORT,Muila Londolani Community Home Based Care,223500.0
66469,LIMPOPO,SPORT,Reatlegile Drop in Centre,233995.0
65974,LIMPOPO,SPORT,Tsogang Re Itirele Home Based Care,182800.0
66259,LIMPOPO,SPORT,Tsireledzo Home Based Care,80130.0
66217,LIMPOPO,SPORT,Phuthaditshaba Home Based Care,314000.0
65650,LIMPOPO,SPORT,Christian Social Council - Louis Trichardt,326835.0
66238,LIMPOPO,SPORT,Makonde Home Based Care Project,233000.0
65934,LIMPOPO,SPORT,Hlulani Home Based Care,316850.0
66053,LIMPOPO,SPORT,Takuwani Home Based Care,136375.0
66125,LIMPOPO,SPORT,Loveday Nursery Centre,90704.0
65973,LIMPOPO,SPORT,Itekeng Ntagane Creche,518850.0
70214,LIMPOPO,SPORT,Madabani Creche,395878.0
66011,LIMPOPO,SPORT,(Dzimauli) Rambuda Home Based Care 2,250494.0
66143,LIMPOPO,SPORT,Straighthardt Home Based Care,152750.0
61373,LIMPOPO,SPORT,Elshaddai Farm Ministry,187250.0
53561,LIMPOPO,SPORT,Lehlaba Primary School,63463.0
66221,LIMPOPO,SPORT,Home Tekna,469000.0
65199,LIMPOPO,SPORT,Lotavha Legal Advice Organisation,246500.0
66281,LIMPOPO,SPORT,SAVF Ellisras,97600.0
65673,LIMPOPO,SPORT,Domboni Home Based Care,438000.0
66106,LIMPOPO,SPORT,Opret Community Health Care Centre,207500.0
59568,LIMPOPO,SPORT,Phatlaphadima Special School,1128111.0
65331,LIMPOPO,SPORT,Elim-Hlanganani Society for the Aged,998901.0
65972,LIMPOPO,SPORT,Mashau Home Based Care,354613.0
65978,LIMPOPO,SPORT,Nhlayiseko Creche,542420.0
59077,LIMPOPO,SPORT,Ranoto Drop in Centre,300000.0
52583,LIMPOPO,SPORT,Africa Cry Aids Pandemic Organization,219200.0
65857,LIMPOPO,SPORT,Phakgamang Re Tiisane Ba Phalaborwa,249600.0
60063,LIMPOPO,SPORT,Lufuno Home Based Care,273646.0
57538,LIMPOPO,SPORT,Msengi Drop-In Centre,472023.0
65962,LIMPOPO,SPORT,Madiga Kgokaganang Drop In Centre,411750.0
64374,LIMPOPO,SPORT,Dikoting Centre for the Elderly,140450.0
51365,LIMPOPO,SPORT,Taaibosch Drop In Centre,199464.0
59085,LIMPOPO,SPORT,Kholofelo Community Home Based Care,301558.0
50693,LIMPOPO,SPORT,Mamone Home Based Care Project,239000.0
55453,LIMPOPO,SPORT,Pfukani Victim Empowerment Program(NLDTF),248350.0
58591,LIMPOPO,SPORT,Rekgotleleleng Drop-In-Centre,183250.0
65508,LIMPOPO,SPORT,Releleng Drop In Centre,196200.0
57266,LIMPOPO,SPORT,Vhushavhelo AIDS Project Support,247739.0
59144,LIMPOPO,SPORT,Ngudza School Committee,400000.0
57747,LIMPOPO,SPORT,Mponegele Ke Itirele,276850.0
57551,LIMPOPO,SPORT,Tshwale Creche,134580.0
53523,LIMPOPO,SPORT,Maphutha Community Development Drop In Centre,108781.0
50195,LIMPOPO,SPORT,Mapungubwe Home Based Care,130000.0
66269,LIMPOPO,SPORT,SAVF Maroela Oord,131200.0
65914,LIMPOPO,SPORT,Reach For Life Home Based Care No2,785400.0
65662,LIMPOPO,SPORT,Bontshang Bokgwari Drop In Centre,511079.0
61264,LIMPOPO,SPORT,Tlangelani Community Development Agency,816716.0
66247,LIMPOPO,SPORT,Matolo Creche,152104.0
66151,LIMPOPO,SPORT,Vusanani Home Based Care,179693.0
66146,LIMPOPO,SPORT,Dambuwo Community Home Based Care,300000.0
63944,LIMPOPO,SPORT,Mamonyoha Home Based Care,200000.0
65219,LIMPOPO,SPORT,Santa Sedibeng Community Care Group,243711.0
51095,LIMPOPO,SPORT,Tlangelani Society Care & Support of the Aged,270961.0
65919,LIMPOPO,SPORT,Moruthane Creche,300000.0
54033,LIMPOPO,SPORT,Gumani Technical High School,400000.0
56911,LIMPOPO,SPORT,Magate-Leope Primary School,400000.0
52965,LIMPOPO,SPORT,Eisleben Home Based Care,208000.0
54414,LIMPOPO,SPORT,Rihanyu Development Centre,216900.0
59617,LIMPOPO,SPORT,Phela O Phedishe Ramokgopa Drop-In Centre,264198.0
66147,LIMPOPO,SPORT,Kwokwane Home Based Care,488000.0
66249,LIMPOPO,SPORT,Tswaledi Creche,200000.0
65937,LIMPOPO,SPORT,Mbahe Home Based Care,452400.0
57915,LIMPOPO,SPORT,Dzekula Development Organisation,164000.0
65809,LIMPOPO,SPORT,Phindulo Community Home Based Care,194070.0
65338,LIMPOPO,SPORT,Makhado Youth Development Organisation,439798.0
51221,LIMPOPO,SPORT,Motswadibe Home Based Care,143500.0
66142,LIMPOPO,SPORT,Smockey Home Based No:2,441000.0
51587,LIMPOPO,SPORT,Ngwana Swara Atla Saka Project,123553.0
53814,LIMPOPO,SPORT,Nhlalala Educare Centre,161289.0
66467,LIMPOPO,SPORT,Tshedza Dots Supporters,299000.0
51393,LIMPOPO,SPORT,Gundo Community Development,195200.0
59424,LIMPOPO,SPORT,Mclean Trust,408145.0
57711,LIMPOPO,SPORT,Mogoto Drop In Centre,397026.0
51969,LIMPOPO,SPORT,Tshubje Drop In Centre,414000.0
57404,LIMPOPO,SPORT,Phafogang Community Home Base Care,345700.0
58948,LIMPOPO,SPORT,Lehlogonolo Creche,47493.0
59590,LIMPOPO,SPORT,Bosele Dawn Drop In Centre,735167.0
65971,LIMPOPO,SPORT,Kodumela Environmental Home Based Care,579000.0
64268,LIMPOPO,SPORT,Mampa Drop In Centre,222024.0
58974,LIMPOPO,SPORT,Mongobong Comm Creche & Pre-School,52718.0
66098,LIMPOPO,SPORT,De Vrede Drop-In Centre,506000.0
53052,LIMPOPO,SPORT,Mpapatla Senior Secondary School,400000.0
66456,LIMPOPO,SPORT,Nesengani Home Based Care Project,225190.0
59609,LIMPOPO,SPORT,Silawa Drop In Centre,668079.0
58572,LIMPOPO,SPORT,Tlhakodisa Creche,84701.0
59619,LIMPOPO,SPORT,Seobi-Dikgale Way-Forward Care Group,235700.0
67615,LIMPOPO,SPORT,Tshandama/Lukau Drop In Centre,490200.0
65111,LIMPOPO,SPORT,Bophelo Pelo Community Development,129114.0
66645,LIMPOPO,SPORT,Nduvheni Community Creche,81500.0
66863,LIMPOPO,SPORT,Lufuno Drop In Centre,610000.0
66460,LIMPOPO,SPORT,Mongobong Comm Creche & Pre-School,283128.0
55821,LIMPOPO,SPORT,Mohlahledi Primary School,275000.0
65806,LIMPOPO,SPORT,Ntobeng Creche,101000.0
65961,LIMPOPO,SPORT,Relebogile Creche,175550.0
66345,LIMPOPO,SPORT,Mmakwena Creche and Pre-School,134298.0
52700,LIMPOPO,SPORT,Sephemela Management Body,24350.0
57730,LIMPOPO,SPORT,Mahubahube Home Based Care,184823.0
54336,LIMPOPO,SPORT,Lafata Home Base Care,179072.0
65246,LIMPOPO,SPORT,Far North Network On Family Violence,496999.0
59687,LIMPOPO,SPORT,Motlolatsoku Primary School,400000.0
66753,LIMPOPO,SPORT,Piet Potgieter Multi Purpose Frail Care Centre,74754.0
56795,LIMPOPO,SPORT,Far North Alcohol & Drug Centre,478700.0
65918,LIMPOPO,SPORT,Mubvumoni Home Based Care Project,518200.0
59088,LIMPOPO,SPORT,Mmatlala Creche,242316.0
59700,LIMPOPO,SPORT,Kwakwati Home Community Based Care,410811.0
51646,LIMPOPO,SPORT,Kingdom Kids Care Centre and Projects,132847.0
66643,LIMPOPO,SPORT,Bahlaloga Community Home Based Care,534787.0
66277,LIMPOPO,SPORT,SAVF Ellisras,176800.0
65083,LIMPOPO,SPORT,Modiane Drop In and Multipurpose Centre,474500.0
65979,LIMPOPO,SPORT,Seshego Ikageng Drop In Centre,516400.0
53170,LIMPOPO,SPORT,Hlanganani Malamulele Society for the Aged,175250.0
65578,LIMPOPO,SPORT,Nweli Home Based Care,335000.0
65965,LIMPOPO,SPORT,Mphatlalatsane Drop In Centre,134500.0
71971,LIMPOPO,SPORT,Thushang-Pfunani Disabled Project,101700.0
66964,LIMPOPO,SPORT,Dirisanang Home Community Based Care,179100.0
65913,LIMPOPO,SPORT,Life Orientation Home Based Care,143150.0
66310,LIMPOPO,SPORT,Gingirikani Matsakali Organisation,125349.0
63593,LIMPOPO,SPORT,Santa Mamokgobishi Community Care Group,271990.0
52214,LIMPOPO,SPORT,Hlatlolanang Health & Nutrition Educ. Centre,991432.0
54319,LIMPOPO,SPORT,Guwela Drop-In Centre,178942.0
66471,LIMPOPO,SPORT,Tshikota Child Care Forum,200000.0
66123,LIMPOPO,SPORT,Christian Social Council Warmbaths,101083.0
66023,LIMPOPO,SPORT,Vurhonga Drop-In Centre,71250.0
65968,LIMPOPO,SPORT,Mmatswele Old Age Care Centre,200000.0
56141,LIMPOPO,SPORT,Tshiendeulu Home Based Care,450000.0
65915,LIMPOPO,SPORT,Santa Motsephiri Community Based Care,156240.0
57834,LIMPOPO,SPORT,Masemodike Creche,125824.0
66466,LIMPOPO,SPORT,Hitapfuneka Drop-In Centre,642500.0
66347,LIMPOPO,SPORT,Kheaphole Day Care Centre,300848.0
67056,LIMPOPO,SPORT,Kuranta Day Care Centre,139358.0
67733,LIMPOPO,SPORT,Waterberg Welfare Society,794000.0
67036,LIMPOPO,SPORT,Selae Day Care Centre,139486.0
66130,LIMPOPO,SPORT,Maupa Drop-In Centre,228050.0
57977,LIMPOPO,SPORT,Fahloshang Project,122887.0
53103,LIMPOPO,SPORT,Londolani Home Based Care,103755.0
65811,LIMPOPO,SPORT,Mvelaphanda Home Based Care & AIDS,351750.0
58847,LIMPOPO,SPORT,Molokela Creche,400000.0
65657,LIMPOPO,SPORT,Khavhambe Home Based Care Group No 2,593850.0
68056,LIMPOPO,SPORT,Dilonde Aids Awareness & Home Based Care,246000.0
65635,LIMPOPO,SPORT,Kopano Ke Maatla Community Caregiver,198600.0
66969,LIMPOPO,SPORT,Thengwe Integrated Care,501000.0
67873,LIMPOPO,SPORT,Itukisetseng Home Based Care,210000.0
66815,LIMPOPO,SPORT,Tautlou Day Care,49200.0
65976,LIMPOPO,SPORT,Baphuthaditshaba Drop In Centre,128448.0
66144,LIMPOPO,SPORT,Matsa Konde Health Care & AIDS Awa Project,181200.0
66470,LIMPOPO,SPORT,Sinkuta Home Based Care and Prevention,200000.0
57845,LIMPOPO,SPORT,Mohlarekoma Home Based Care,208500.0
67970,LIMPOPO,SPORT,Mohlanatsi Integrated Rural Development Prog.,478700.0
52237,LIMPOPO,SPORT,SAVF Maroela Oord Dienssentrum,113182.0
68032,LIMPOPO,SPORT,Londotanani Drop-In Centre,247850.0
67122,LIMPOPO,SPORT,Messina Advice Office,153675.0
65916,LIMPOPO,SPORT,Hlogotlou Edu-Health Welfare & Home Base,170647.0
58386,LIMPOPO,SPORT,Thari Ya Setshaba,178250.0
67778,LIMPOPO,SPORT,SPCA Letaba,496586.0
66557,LIMPOPO,SPORT,SAVF Martha Hofmeyr Home for the Care of Frail People,129982.0
57571,LIMPOPO,SPORT,Mamphodo Sec School,400000.0
67551,LIMPOPO,SPORT,Praktiseer Home Community Based Care,397199.0
66992,LIMPOPO,SPORT,Khethuku Day Care Centre,123050.0
67532,LIMPOPO,SPORT,Ndindani Nursery School,114403.0
67803,LIMPOPO,SPORT,Ikageng Bahlaloga Service,140780.0
67717,LIMPOPO,SPORT,Fara 2 Health & Comm Home Based Care,142825.0
66012,LIMPOPO,SPORT,Lephoula Creche,195300.0
59571,LIMPOPO,SPORT,Molepo Home Based  & Counseling Centre,212375.0
56543,LIMPOPO,SPORT,Thabong Community Orphanage Centre,119675.0
59046,LIMPOPO,SPORT,Tswelopele Home Based Care Organisation,151500.0
51112,LIMPOPO,SPORT,Manoge Creche,213633.0
53022,LIMPOPO,SPORT,Ntshuxeko Home Community Based Care,223950.0
59043,LIMPOPO,SPORT,Evelyn Lekganyane Home Based Care,196325.0
66465,LIMPOPO,SPORT,Lesedi Home Based Care,226500.0
67325,LIMPOPO,SPORT,Muthusi Home Based Care & HIV/AIDS Project,438000.0
67027,LIMPOPO,SPORT,Ramodumo Day Care Centre,132476.0
67949,LIMPOPO,SPORT,Get Ready Information Services,716000.0
67548,LIMPOPO,SPORT,Thusanang Home Based Care,202100.0
67721,LIMPOPO,SPORT,Dithabaneng Home Based Care(DHBC),107000.0
68086,LIMPOPO,SPORT,Lehlabile Creche,187645.0
67301,LIMPOPO,SPORT,SAVF Gesinsorg Polokwane (Maatskap Werk),178079.0
67546,LIMPOPO,SPORT,Kgotlelelang Basadi Home Based Care,507950.0
59815,LIMPOPO,SPORT,Pelo Le Diatla Home Community Based Care,181750.0
53268,LIMPOPO,SPORT,Mpopuleng Centre For Mentally Handicapped,60750.0
68843,LIMPOPO,SPORT,Tlhakodiso Care Centre,104000.0
56376,LIMPOPO,SPORT,Silawa Early Learning Centre,1380368.0
58317,LIMPOPO,SPORT,Frangipani School for Disabled,256931.0
69773,LIMPOPO,SPORT,Makena Drop-In Centre,103950.0
67369,LIMPOPO,SPORT,Mokgatsane Creche,136328.0
68455,LIMPOPO,SPORT,Limpopo Mental Health Society,785265.0
68042,LIMPOPO,SPORT,Kutama Home Based Care,123500.0
68329,LIMPOPO,SPORT,Thabaleboto Home Based Care,133312.0
68268,LIMPOPO,SPORT,Victim Support Centre Modimolle,211396.0
66985,LIMPOPO,SPORT,James Mokgadi Day Care Centre,125562.0
68027,LIMPOPO,SPORT,Tsosanang Community Development Organisation,244415.0
67669,LIMPOPO,SPORT,Ahitirheni Creche,126450.0
67523,LIMPOPO,SPORT,Serogole Community Creche,180175.0
68695,LIMPOPO,SPORT,Tshililo Community Creche,127150.0
68467,LIMPOPO,SPORT,SAVF Tzaneen,165000.0
67483,LIMPOPO,SPORT,Mmakoma Drop In Centre,431500.0
68100,LIMPOPO,SPORT,Lerato Day Care Centre,202000.0
66270,LIMPOPO,SPORT,SAVF Maroela Oord Dienssentrum,36500.0
67399,LIMPOPO,SPORT,Leseding Centre for Mentally Handicapped,638240.0
51863,LIMPOPO,SPORT,Tipfuxeni Community Counselling Centre,69724.0
67490,LIMPOPO,SPORT,Nhlayiso Comm Health & Counselling Centre,878146.0
67574,LIMPOPO,SPORT,Ntokoto Health Education Organisation,358500.0
68323,LIMPOPO,SPORT,Thabang Childrens Home Trust,587550.0
67826,LIMPOPO,SPORT,Masealama Play Centre,38400.0
68856,LIMPOPO,SPORT,Kamogelo Project for the Disabled,171450.0
59943,LIMPOPO,SPORT,Bakgalaka Drop In Centre,455056.0
56531,LIMPOPO,SPORT,Philadelphia Drop-In Centre,146500.0
66480,LIMPOPO,SPORT,Rethabile Home Based Care,196470.0
67969,LIMPOPO,SPORT,Rhandzacece Child Development Centre,309722.0
67495,LIMPOPO,SPORT,Amogetsanang Drop In Centre,292400.0
69270,LIMPOPO,SPORT,Bochabelo Drop In Centre,151750.0
69777,LIMPOPO,SPORT,Ndavheleseni Community Creche,124500.0
68747,LIMPOPO,SPORT,Dira-O-Direlwe Modimolle Home Base Care,275000.0
66141,LIMPOPO,SPORT,Zwivhuya Zwashu Care Project,255000.0
50323,LIMPOPO,SPORT,Shining Path Home Base Care,153300.0
75038,LIMPOPO,MISCELLANEOUS,Christ the King Academy for Science Comm & Tech,363838.0
75038,LIMPOPO,MISCELLANEOUS,Christ the King Academy for Science Comm & Tech,363839.86
75091,LIMPOPO,MISCELLANEOUS,St Joseph's Community Centre,1301630.5
60487,LIMPOPO,SPORT,Nhluvuko Child Care Centre,50000.0
47907,LIMPOPO,SPORT,Thoke Primary School,180000.0
49310,LIMPOPO,SPORT,University of Limpopo,2000000.0
47935,LIMPOPO,SPORT,Mahwasane School Committee,100000.0
60442,LIMPOPO,SPORT,Mokhapa High School,100000.0
46234,LIMPOPO,SPORT,Scheiding Primary School,452500.0
46305,LIMPOPO,SPORT,Vhangani Primary School,555034.4
60450,LIMPOPO,SPORT,Rainbow Combined School,100000.0
48380,LIMPOPO,SPORT,Mothomeng Primary School,100000.0
60445,LIMPOPO,SPORT,Thabeng Primary School Committee,100000.0
49505,LIMPOPO,SPORT,Luvhivhini School Committee,102540.11
48487,LIMPOPO,SPORT,Matseke Secondary School,100000.0
48300,LIMPOPO,SPORT,Moreko Senior Secondary School,60000.0
46236,LIMPOPO,SPORT,Kwaratlou Secondary School,452500.0
48329,LIMPOPO,SPORT,Mohlamme Sen Sec School,100000.0
48465,LIMPOPO,SPORT,Mpepule Primary School,100000.0
48600,LIMPOPO,SPORT,Lekuboshai Community School,113940.0
60527,LIMPOPO,SPORT,Siwadawada School,100000.0
60449,LIMPOPO,SPORT,Matimu Secondary School,100000.0
61082,LIMPOPO,SPORT,Diarora Football Club,196607.25
60844,LIMPOPO,SPORT,Aganang Local Football Association,250000.0
47686,LIMPOPO,SPORT,Mashao School Governing Body,180000.0
46467,LIMPOPO,SPORT,Makhado College of Education,541840.0
60438,LIMPOPO,SPORT,Tisane Football Club,199999.75
48355,LIMPOPO,SPORT,Matshwi Primary School,100000.0
25711,LIMPOPO,SPORT,University of Venda,900000.0
48565,LIMPOPO,SPORT,Boerboomkraal School,119295.0
48373,LIMPOPO,SPORT,Leakhale Primary School,158675.0
48589,LIMPOPO,SPORT,Tshitereke School Committee,107000.0
62742,LIMPOPO,SPORT,Tsimanyane Primary School,100000.0
63544,LIMPOPO,SPORT,Tubatse Mighty Aces Football Club Academy,172596.0
60545,LIMPOPO,SPORT,Mukula Intergrated School,100000.0
60654,LIMPOPO,SPORT,Rock Mountain Football Club,193751.5
60738,LIMPOPO,SPORT,Phuti Primary School,100000.0
60443,LIMPOPO,SPORT,Craighead Primary School,100000.0
64922,LIMPOPO,SPORT,Maluta Secondary School,99693.0
48550,LIMPOPO,SPORT,Leboeng Primary School,180000.0
49232,LIMPOPO,SPORT,Frikkie Meyer Hoerskool,100000.0
48152,LIMPOPO,SPORT,Pae Pae Secondary School,119295.0
63910,LIMPOPO,SPORT,Limpopo Volleyball Association,779100.0
46280,LIMPOPO,SPORT,Dikobe Molaba Secondary School,389017.0
60645,LIMPOPO,SPORT,Mpfuneni Edward Jun/Pri School,100000.0
