Date,Project Number,Name,Province,Sector,Amount
07-Jul-17,79461,DOUGLAS MBOPA HIGH SCHOOL,EC,SPORTS,297700.03
12-May-17,79483,NOMATHAMSANQA PRIMARY SCHOOL,EC,SPORTS,49997.2
12-May-17,79501,R.H GODLO SENIOR PRIMARY SCHOOL,EC,SPORTS,167974.44
25-Aug-17,79513,ELLEN OLIVIER PRIMARY SCHOOL,EC,SPORTS,300000
28-Nov-17,79561,EDLELWENI PUBLIC PRIMARY SCHOOL,EC,SPORTS,300942
03-May-17,79597,TOM PANYANA JUNIOR PRIMARY SCHOOL,EC,SPORTS,300000
12-May-17,79599,NOWAWE HIGH SCHOOL,EC,SPORTS,49870
23-May-17,79637,TUNGWANA JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
23-Nov-17,79641,KALALO JUNIOR SECONDARY SCHOOL,EC,SPORTS,151460
12-May-17,79709,SEA VIEW JUNIOR SECONDARY SCHOOL,EC,SPORTS,151460
24-Jul-17,79742,MAYIBENYE JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
17-Aug-17,79937,NELSON MANDELA TOWNSHIP ROWING CLUB,EC,SPORTS,194834.94
12-May-17,79948,WESTVIEW TENNIS CLUB,EC,SPORTS,513391
12-May-17,79952,KENTON TENNIS CLUB,EC,SPORTS,200000
27-Oct-17,79960,WINDVOGEL UNITED RFC,EC,SPORTS,200015
23-May-17,80130,VUKUHAMBE SCHOOL,EC,SPORTS,53025
12-May-17,80160,NCEMBU JUNIOR SECONDARY SCHOOL,EC,SPORTS,299998
12-May-17,80162,MGEZWA JUNIOR SECONDARY SCHOOL,EC,SPORTS,298835.99
12-May-17,80777,NELSON MANDELA FENCING CLUB,EC,SPORTS,40000
24-Jul-17,98755,BORDER LADIES GOLF,EC,SPORTS,50000
24-Jul-17,99104,SWARTKOPS VALLEY UNITED BROTHERS FC,EC,SPORTS,149942
01-Sep-17,99125,EAGLES NETBALL CLUB,EC,SPORTS,142270
21-Dec-17,99302,WILLOWS CRICKET CLUB,EC,SPORTS,201245
30-Nov-17,99782,ELLIOT/MADEIRA CHARITY CLUB,EC,SPORTS,23000
23-May-17,100009,SWALLOWS AMATEUR SPORTS CLUB-RUGBY,EC,SPORTS,197020.5
01-Sep-17,100229,CENTRAL ACEMATES FOOTBALL CLUB,EC,SPORTS,50460
24-Jul-17,100251,BUFFALO CITY METRO OPEN BOXING,EC,SPORTS,100000
20-Dec-17,101121,GOLDEN STARS FOOTBALL CLUB,EC,SPORTS,50000
26-Apr-17,101130,HARLEQUINS RUGBY CLUB CONSTITUTION,EC,SPORTS,100080.1
24-Jul-17,101155,SISONKE SPORTS DEVELOPMENT CLUB,EC,SPORTS,100340
20-Dec-17,101174,UNITED BROTHERS CRICKET CLUB,EC,SPORTS,75000
20-Dec-17,101175,KWADWESI ALLSTARS FOOTBALL CLUB,EC,SPORTS,150000
20-Dec-17,101187,MDANTSANE BOXING ORGANISATION,EC,SPORTS,500000
05-Dec-17,101272,BROTHERS OF PEACE FOOTBALL CLUB,EC,SPORTS,50000
05-May-17,101274,EVERGREEN RUGBY FOOTBALL CLUB,EC,SPORTS,200000
02-Nov-17,101292,NOMPUMELELO UNITED RUGBY FOOTBALL CLUB,EC,SPORTS,50000
24-Jul-17,101305,UITENHAGE HOCKEY CLUB,EC,SPORTS,50000
24-Jul-17,101308,UNITED BARBARIANS RUGBY FOOTBALL CLUB,EC,SPORTS,75000
17-Aug-17,101333,RIVERSIDE FOOTBALL CLUB,EC,SPORTS,50000
03-May-17,101337,COMRADES RUGBY FOOTBALL CLUB,EC,SPORTS,97500
21-Dec-17,101342,RAINBOW SISTERS FOOTBALL CLUB,EC,SPORTS,75000
05-Dec-17,101350,IKHEPHU SKI PUPS,EC,SPORTS,74500
05-Jun-17,101366,EAST CAPE CYCLING,EC,SPORTS,998834
07-Sep-17,101375,MATATIELE RUGBY CLUB,EC,SPORTS,100634
05-Dec-17,101385,VIKINGS AQUATIC CLUB,EC,SPORTS,100026
15-Aug-17,101395,GELVANDALE CRICKET CLUB,EC,SPORTS,50103
16-Mar-18,101403,WEMBLEY TENNIS CLUB,EC,SPORTS,100660
21-Apr-17,101479,ALGOA Bay Yatch Club,EC,SPORTS,100000
17-Nov-17,103791,AMBASSADORS FOOTBALL CLUB,EC,SPORTS,144650
30-Nov-17,104166,ZWELEMFUNDO PUBLIC SCHOOL,EC,SPORTS,300000
02-Oct-17,104250,KEI ROAD SPRINGBOK,EC,SPORTS,61225
02-Oct-17,104285,NQWATI J.S.S,EC,SPORTS,289993
28-Sep-17,104287,MTWENI SENIOR SEC SCHOOL,EC,SPORTS,300000
24-Nov-17,104288,JOKWANA J.S.S,EC,SPORTS,300000
28-Sep-17,104289,UPPER FALAKAHLA J.S.S,EC,SPORTS,300000
02-Oct-17,104290,BHONGOLETHU PRIMARY SCHOOL,EC,SPORTS,289500
28-Sep-17,104292,ITOMBO JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
23-Nov-17,104293,VULINDLELA JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
28-Sep-17,104294,KETI JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
23-Nov-17,104301,MNGEKA JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
28-Sep-17,104302,JOJWENI S.P.S,EC,SPORTS,300000
23-Nov-17,104306,MATSHONGWE PRIMARY SCHOOL,EC,SPORTS,300000
29-Mar-18,104315,RIEBEEK COLLEGE GIRLS' HIGH SCHOOL,EC,SPORTS,300000
16-Mar-18,104397,LUKHANYISWENI JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
27-Oct-17,104400,NDABANKULU JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
28-Feb-18,104402,MANQILO SENIOR PRIMARY SCHOOL,EC,SPORTS,298260
21-Dec-17,104410,CENTRAL UNITED FOOTBALL CLUB,EC,SPORTS,156700
05-Dec-17,104414,ZIMISELE JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
16-Mar-18,104415,EMANGQUZU JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
02-Oct-17,104419,WILLOWS FOOTBALL CLUB,EC,SPORTS,207066
28-Feb-18,104420,THABATHA SENIOR PRIMARY SCHOOL,EC,SPORTS,300000
28-Sep-17,104422,DALUXOLO JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
16-Mar-18,104426,SITUNZI JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
19-Oct-17,104427,STAR OF INDIA FOOTBALL CLUB,EC,SPORTS,146000
16-Mar-18,104439,MPUMAZE JUNIOR SECONDARY SCHOOL,EC,SPORTS,294350
28-Sep-17,104454,KULANATHI SENIOR SECONDARY SCHOOL,EC,SPORTS,300000
27-Oct-17,104489,MTSHAZI SPS,EC,SPORTS,301598
27-Oct-17,104532,COLOSA JUNIOR SECONDARY SCHO0L,EC,SPORTS,298370
27-Oct-17,104533,XABAJIYANA JSS,EC,SPORTS,300000
02-Mar-18,104558,NOTHERN AREAS SOCCER BOARD - PE,EC,SPORTS,86000
05-Dec-17,104560,JUDO INSTITUTE FOR PEOPLE WITH SPECIAL NEEDS,EC,SPORTS,139800
21-Dec-17,104563,CETSHE JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
28-Feb-18,104565,MKAMBATI SENIOR PRIMARY SCHOOL,EC,SPORTS,300000
27-Oct-17,104567,TSHONISWA SENIOR PRIMARY SCHOOL,EC,SPORTS,300000
05-Dec-17,104572,NTONTELA JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
21-Dec-17,104624,DEDENISPS,EC,SPORTS,300000
12-Dec-17,104636,MPAHLENI JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
12-Dec-17,104641,MZIMKULU JUNIOR SEC SCHOOL,EC,SPORTS,300000
27-Oct-17,104644,WILI JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
05-Dec-17,104645,KWEZI JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
27-Oct-17,104647,NGUBETOLE BAM JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
27-Oct-17,104650,MPUTI JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
28-Sep-17,104651,TALENI JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
27-Oct-17,104652,NGXONGWENI JUNIOR SECONDARY SCHOOL,EC,SPORTS,296400
28-Sep-17,104653,NGCAKA J.S.S,EC,SPORTS,300000
20-Nov-17,104654,MPUME JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
20-Dec-17,104655,NKELEKETE JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
28-Feb-18,104657,KENTANI JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
20-Dec-17,104660,LENGENI JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
27-Oct-17,104678,MANQOBA JUNIOR SECONDARY SCHOOL,EC,SPORTS,295147
20-Dec-17,104680,MAPASA JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
20-Dec-17,104683,QWANINGA JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
21-Dec-17,104685,NTLAHLANE JUNIOR SECONDARY SCHOOL,EC,SPORTS,316900
20-Dec-17,104686,XHAKA JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
20-Dec-17,104695,MVUME SPRINGS SENIOR PRIMARY SCHOOL,EC,SPORTS,300000
20-Dec-17,104717,BHOLANI JUNIOR PRIMARY SCHOOL,EC,SPORTS,300000
28-Mar-18,104718,MATAFANA JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
27-Oct-17,104719,CWEBENI JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
27-Oct-17,104730,MASWAKAZI JJUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
28-Feb-18,104732,KWA-DICK JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
30-Nov-17,104741,BULUMKO JUNIOR PRIMARY SCHOOL,EC,SPORTS,297500
21-Nov-17,104751,QUMBULWANA SENIOR PRIMARY SCHOOL,EC,SPORTS,300000
27-Oct-17,104752,NONTLOKO JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
27-Oct-17,104754,UPPER CEGCUWANA JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
27-Oct-17,104755,MTWAKU JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
27-Oct-17,104756,MDABUKA JSS,EC,SPORTS,300000
20-Nov-17,104781,MBHASHE SENIOR PRIMARY SCHOOL,EC,SPORTS,300000
27-Oct-17,104887,VULINDLELA SENIOR SECONDARY SCHOOL,EC,SPORTS,300000
15-Feb-18,104893,LANGELITSHA SENIOR PRIMARY SCHOOL,EC,SPORTS,297250
12-Dec-17,104909,SAKHILE SENIOR PRIMARY SCHOOL,EC,SPORTS,292350
23-Nov-17,104922,MEYIWA JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
27-Oct-17,104924,GOSO FOREST JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
27-Oct-17,104925,VUKUKHANYE JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
20-Dec-17,104953,LOWER MZENGE JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
21-Dec-17,104955,MAKOSONKE SENIOR PRIMARY SCHOOL,EC,SPORTS,300000
27-Oct-17,104959,SICHWE JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
20-Dec-17,104972,NGOBOZANA J.S.S,EC,SPORTS,290000
27-Oct-17,104976,QEBEDU JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
16-Mar-18,105044,EBUHLANYANGA JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
20-Dec-17,105124,EMPUMALANGA JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
20-Dec-17,105126,BAWANA SENIOR PRIMARY SCHOOL,EC,SPORTS,300000
20-Dec-17,105135,MHLOPHEKAZI SENIOR PRIMARY SCHOOL,EC,SPORTS,300000
20-Dec-17,105165,PAKAMILE SENIOR PRIMARY SCHOOL,EC,SPORTS,300000
20-Dec-17,105168,NTSHINGENI JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
20-Dec-17,105169,ZWELIVUMILE JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
20-Dec-17,105260,MBAYI JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
20-Dec-17,105350,MAKWALENI JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
20-Dec-17,105357,SPRINGVALE SENIOR PRIMARY SCHOOL,EC,SPORTS,300000
22-Mar-18,105359,THORNVALE PRIMARY SCHOOL,EC,SPORTS,249997.85
20-Dec-17,105387,BEKIZULU SENIOR PRIMARY SCHOOL,EC,SPORTS,300000
20-Dec-17,105393,GCINA JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
28-Mar-18,105404,SWARAJ FOOTBALL CLUB,EC,SPORTS,96000
16-Mar-18,105407,MACIBINI JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
28-Feb-18,105421,NONZWAKAZI LOWER PRIMARY SCHOOL,EC,SPORTS,299859.85
28-Mar-18,105503,ZALARA L/HP SCHOOL,EC,SPORTS,296379.48
16-Mar-18,105542,MGOBOZI SENIOR PRIMARY SCHOOL,EC,SPORTS,300000
28-Feb-18,105544,MPOZOLO JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
20-Dec-17,105546,MALONGWENI JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
20-Dec-17,105551,NDAKANA JUNIOUR SECONDARY SCHOOL,EC,SPORTS,300000
20-Dec-17,105570,MQIKELA JUNIOR PRIMARY SCHOOL,EC,SPORTS,300000
16-Mar-18,105581,MENTE SENIOR SECONDARY SCHOOL,EC,SPORTS,300000
16-Mar-18,105582,TEKO JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
28-Mar-18,105612,LF MAY LOWER & HIGHER PRIMARY SCHOOL,EC,SPORTS,97073.86
28-Feb-18,105627,MTETELELI JUNIOR SECONDARY SCHOOL,EC,SPORTS,298000
28-Mar-18,105634,FC EAST LONDON,EC,SPORTS,98000
28-Feb-18,105635,HUNGRY LIONS RUGBY FOOTBALL CLUB(HLRFC),EC,SPORTS,138605
22-Mar-18,105645,CILO PRIMARY SCHOOL,EC,SPORTS,300000
16-Mar-18,105646,NQABISILE SENIOR SECONDARY SCHOOL,EC,SPORTS,300000
28-Feb-18,105650,UPPER NGXUTYANA JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
05-Mar-18,105651,HADIS JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
16-Mar-18,105715,PONANA LUBISI JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
16-Mar-18,105716,TSHWATI JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
16-Mar-18,105717,NYUMAGA JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
20-Dec-17,105718,MAMATA LOWER HIGHER PRIMARY SCHOOL,EC,SPORTS,300000
20-Dec-17,105774,NOBUTO PRIMARY SCHOOL,EC,SPORTS,299040
20-Dec-17,105786,NXAWE LOWER AND HIGHER PRIMARY SCHOOL,EC,SPORTS,300000
16-Mar-18,105808,REHABILITATION AND SKILLS DEVELOPMENT PROGRAMME,EC,SPORTS,265161
20-Dec-17,105827,SABANE L/H PRIMARY SCHOOL,EC,SPORTS,300000
28-Mar-18,105829,MDIZENI PRIMARY SCHOOL,EC,SPORTS,300000
28-Feb-18,105831,KWA-MLINDAZWE SENIOR PRIMARY SCHOOL,EC,SPORTS,300000
20-Dec-17,105836,NYITYABA PRIMARY SCHOOL,EC,SPORTS,300000
28-Mar-18,105837,SOBANTU SENIOR PRIMARY SCHOOL,EC,SPORTS,299650
16-Jan-18,105859,NDINDWA LOWER/HIGHER SCHOOL,EC,SPORTS,300000
28-Feb-18,105904,MANDENDE PRIMARY SCHOOL,EC,SPORTS,294297
22-Mar-18,105909,NDEVUZIBOMVU SENIOR PRIMARY SCHOOL,EC,SPORTS,298390
28-Feb-18,105969,GUNGUBELE JUNIOR SECONDARY SCHOOL,EC,SPORTS,286497
28-Feb-18,105973,QHOBOSHENDLINI SENIOR PRIMARY SCHOOL,EC,SPORTS,300000
28-Feb-18,105974,DUMASI SENIOR PRIMARY SCHOOL,EC,SPORTS,300000
16-Mar-18,106002,NYAKATA JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
28-Feb-18,106006,LANGALITSHONI JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
28-Mar-18,106015,MOOIPLAAS PUBLIC SCHOOL,EC,SPORTS,249800.95
28-Mar-18,106059,SIJADU JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
16-Mar-18,106064,WEST END PRIMARY SCHOOL,EC,SPORTS,300000
16-Mar-18,106066,BETHVALE PRIMARY SCHOOL,EC,SPORTS,300000
28-Feb-18,106088,GOBINDLOVU JUNIOR SECONDARY SCHOOL,EC,SPORTS,299960
28-Feb-18,106094,GOJELA JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
28-Mar-18,106097,MNQABA LHP SCHOOL,EC,SPORTS,300000
28-Mar-18,106109,LESEDI HIGH LOWER PRIMARY SCHOOL,EC,SPORTS,296000
16-Mar-18,106111,NGXUTYANA JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
28-Mar-18,106112,CWARU L/H PRIMARY SCHOOL,EC,SPORTS,300000
16-Mar-18,106135,KWARU RUGBY CLUB,EC,SPORTS,149879.02
16-Mar-18,106138,ZWIDE UNITED RUGBY FOOTBALL CLUB,EC,SPORTS,127800
16-Mar-18,106148,SPRING ROSE RUGBY FOOTBALL CLUB,EC,SPORTS,149489.64
16-Mar-18,106166,VUSANI SENIOR PRIMARY SCHOOL,EC,SPORTS,295247
28-Feb-18,106189,MBONO JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
28-Mar-18,106193,DAVID MAMA SENIOR SECONDARY SCHOOL,EC,SPORTS,287300
28-Mar-18,106200,ANNSHAW L/H PRIMARY SCHOOL,EC,SPORTS,300000
1-Mar-18,106379,BUTO JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
1-Mar-18,106388,VEZUBUHLE PRIMARY SCHOOL,EC,SPORTS,299812.8
1-Mar-18,106437,GEYA JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
1-Mar-18,106440,BEACON BAY CELTICS FOOTBALL CLUB,EC,SPORTS,96000
1-Mar-18,106446,GQUNQE JUNIOR SECONDARY SCHOOL,EC,SPORTS,300500
1-Mar-18,106452,NGCWALA JUNIOR PRIMARY SCHOOL,EC,SPORTS,300000
1-Mar-18,106569,AFRICAN BOMBERS RUGBY FOOTBALL CLUB,EC,SPORTS,127438
1-Feb-18,106571,NTSONYINI JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
1-Mar-18,106574,LANGALETHU JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
1-Mar-18,106577,QAMBA SENIOR PRIMARY SCHOOL,EC,SPORTS,300000
1-Mar-18,106579,NOZAYI SENIOR PRIMARY SCHOOL,EC,SPORTS,300000
1-Mar-18,106587,ENQILENI PUBLIC SENIOR PRIMARY SCHOOL,EC,SPORTS,298898.79
1-Mar-18,106597,STRELITZIA PRIMARY SCHOOL,EC,SPORTS,300000
1-Mar-18,106599,IMIGUDU JUNIOR SENIOR PRIMARY SCHOOL,EC,SPORTS,300000
1-Mar-18,106600,ZWELIKHANYILE SENIOR PRIMARY SCHOOL,EC,SPORTS,300027.5
1-Mar-18,106601,GELVANDALE PRIMARY SCHOOL,EC,SPORTS,300000
1-Mar-18,106604,NGWANE JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
1-Mar-18,106610,NOMPUMELELO JSS,EC,SPORTS,300000
1-Mar-18,106634,LOWER MBANGCOLO JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
1-Mar-18,106636,ZIKHOVANA SENIOR PRIMARY SCHOOL,EC,SPORTS,300000
1-Mar-18,106656,FABS RUGBY FOOTBALL CLUB,EC,SPORTS,149981.58
1-Mar-18,106662,PHAKAMISA SENIOR SECONDARY SCHOOL,EC,SPORTS,299210.53
1-Mar-18,106851,VUKANIBANTU PRIMARY SCHOOL,EC,SPORTS,299865.89
1-Mar-18,106856,LUKHOZI HIGH SCHOOL,EC,SPORTS,300000
1-Mar-18,106908,UPPER NGQUNGQU JUNIOR SECONDARY SCHOOL,EC,SPORTS,303960
1-Mar-18,106964,CALEY JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000
1-Mar-18,106984,IMBASA PRIMARY SCHOOL,EC,SPORTS,299898.6
1-Mar-18,107072,LUNGISA SENIOR SECONDARY SCHOOL,EC,SPORTS,294724
19-Apr-17,54872,"EPILEPSY SOUTH AFRICA, FREE STATE & NORTH WEST BRANCH",FS,ARTS,1165250.18
07-Apr-17,73385,LESAOANA INTERMEDIATE SCHOOL,FS,ARTS,627000
19-Apr-17,73503,LESAOANA INTERMEDIATE SCHOOL,FS,ARTS,653195.2
16-Mar-18,73503,LESAOANA INTERMEDIATES SCHOOL,FS,ARTS,163298
12-May-17,90331,UNIVERSITY OF FREE STATE,FS,ARTS,639396.43
29-Jan-18,90332,ST JOHN DIVINE ORPHANS AND OUTREACH DROP IN CENTRE,FS,ARTS,140000
19-Jan-18,90764,NEBO COMMUNITY VICTIM SUPPORT CENTRE,FS,ARTS,132000
07-Jul-17,91135,FURTHERING ARTISTS MEDIA ENTITY,FS,ARTS,399568
07-Sep-17,91138,IKAMOHELENG COMMUNITY PROJECT FREE STATE,FS,ARTS,100000
13-Oct-17,91155,ZOE DANCE ACADEMY,FS,ARTS,120000
25-May-17,91169,BUYAMBO CULTURAL REVIVAL,FS,ARTS,36370
15-Dec-17,91169,BUYAMBO CULTURAL REVIVAL,FS,ARTS,36370
28-Sep-17,91171,KIDZCALL NPC,FS,ARTS,299534
25-May-17,91182,TSALANANG CULTURAL GROUP,FS,ARTS,363875
07-Sep-17,103132,RECLAIMING CHILDREN AND YOUTH AGENCY FOR DEVELOPMENT,FS,ARTS,89600
29-Jun-17,103904,VOICE OF SERANADE CHOIR,FS,ARTS,129524
24-Jul-17,104163,VUKA COMMUNITY BASE CARE AND SUPPORT SERVICES CLUB,FS,ARTS,141000
18-Oct-17,104303,THE MANGAUNG FOUNDATION NPC,FS,ARTS,378883
09-Feb-18,104303,THE MANGAUNG FOUNDATION NPC,FS,ARTS,94721
11-Jan-18,105540,MACHABENG MUSIC STUDIOS,FS,ARTS,100000
09-Feb-18,105623,CATCH FIRE WAYA WAYA,FS,ARTS,394600
29-Jan-18,105647,TE RADEBE THEATRE FOUNDATION FREE STATE,FS,ARTS,100000
03-Oct-17,105765,ANGEL FOUNDATION INC,FS,ARTS,3755000
20-Dec-17,105765,ANGEL FOUNDATION INC,FS,ARTS,938700
1-Nov-17,106429,CHERRY FESTIVAL NPC,FS,ARTS,300000
1-Feb-18,106861,GLOBE ENVIRONMENTAL CARE,FS,ARTS,332101
1-Feb-18,107478,GLOBAL RURAL DEVELOPMENT AGENCY 21 CENTURY NPC,FS,ARTS,279666
1-Feb-18,107534,BOFIHLA CULTURAL AND HISTORIC MUSEAUM NPC,FS,ARTS,384000
1-Mar-18,107818,REMMOGO YOUTH PRODUCTION,FS,ARTS,378046
1-Mar-18,108644,SIZA DEVELOPMENT ARTS AND CULTURE,FS,ARTS,200000
1-Mar-18,108646,THETHANA COMMUNITY DEVELOPMENT CENTRE,FS,ARTS,200000
1-Mar-18,108647,ENTLE COMMUNITY DEVELOPMENT CENTRE,FS,ARTS,200000
16-Mar-18,108649,IKETSETSENG COMMUNITY DEVELOPMENT CENTRE,FS,ARTS,180000
16-Mar-18,108708,GOOD HOPE COMMUNITY DEVELOPMENT & CARE CENTRE,FS,ARTS,200000
22-Mar-18,108731,JACQUES GOMBAULT IMPACT NPC,FS,ARTS,300000
02-Aug-17,80324,IPOPENG DAY CARE CENTRE,FS,CHARITIES,1266666
02-Aug-17,71064,IKAHENG DAY CARE CENTRE,FS,CHARITIES,152850
02-Aug-17,87228,KANANELO CRECHE,FS,CHARITIES,100000
02-Aug-17,94102,LESEDING CRECHE,FS,CHARITIES,80000
13-Sep-17,54278,KGATELOPELE DAY CARE CENTRE,FS,CHARITIES,96000
27-Oct-17,54320,ST THERESA MMABANA EDUCARE CENTRE,FS,CHARITIES,117500
15-Dec-17,65714,KGAUHELO DAY CARE CENTRE,FS,CHARITIES,112000
12-May-17,67678,MAMOHAU PRE-SCHOOL,FS,CHARITIES,195018
27-Oct-17,69259,MOEMANENG CRECHE,FS,CHARITIES,123750
27-Oct-17,70123,MOHLAKENENG PRE-SCHOOL,FS,CHARITIES,60740
24-Jul-17,71215,ST. KIZITO CHILDREN'S PROGRAMME (QWA-QWA BRANCH),FS,CHARITIES,85750
22-Jan-18,74319,TOBEKA MADIBA ZUMA FOUNDATION,FS,CHARITIES,2483600
25-Jan-18,74366,THE PHASI MUSEUM TRUST,FS,CHARITIES,475000
07-Sep-17,74477,MALAKABENG INTERMEDIATE SCHOOL,FS,CHARITIES,120000
18-Jan-18,77451,MASHASHANE PRIMARY SCHOOL,FS,CHARITIES,300000
22-Jan-18,79533,IMEKHAYA PRIMARY SCHOOL,FS,CHARITIES,49778.3
25-Jan-18,79545,ROCK MOUNTAIN FOOTBALL CLUB,FS,CHARITIES,191614
01-Sep-17,80324,IPOPENG DAY CARE CENTRE,FS,CHARITIES,1266667
26-Jul-17,80346,TSHIRELETSONG PRE-SCHOOL AND CRECHE,FS,CHARITIES,1266666
03-Oct-17,80346,TSHIRELETSONG PRE-SCHOOL AND CRECHE,FS,CHARITIES,1266667
25-Aug-17,80357,ITLOTLISENG DAY CARE,FS,CHARITIES,1266666
07-Nov-17,80357,ITLOTLISENG DAY CARE,FS,CHARITIES,1266667
30-Nov-17,80357,ITLOTLISENG DAY CARE CENTRE,FS,CHARITIES,375687
15-Aug-17,80710,WIELIE WALIE KLEUTERSKOOL,FS,CHARITIES,1266666
03-Oct-17,80710,WIELIE WALIE KLEUTERSKOOL,FS,CHARITIES,1266667
30-Nov-17,80710,WIELIE WALIE KLEUTERSKOOL,FS,CHARITIES,256400
26-Jun-17,80819,PULANECRECHE,FS,CHARITIES,1266666
31-Jul-17,80819,PULANECRECHE,FS,CHARITIES,1266667
04-May-17,80935,REAHOLA PRE-SCHOOL,FS,CHARITIES,1266666
21-Jun-17,80935,REAHOLA PRE-SCHOOL,FS,CHARITIES,1266666
15-Dec-17,80935,REAHOLA SCHOOL,FS,CHARITIES,68400
31-Jul-17,80943,PULANE PRE SCHOOL,FS,CHARITIES,1266666
03-Oct-17,80943,PULANE PRE SCHOOL,FS,CHARITIES,1266667
04-May-17,81022,BOIKETEKO REA HOLA EDUCARE,FS,CHARITIES,1266666
26-Jun-17,81022,BOITEKO REA-HOLA EDUCARE,FS,CHARITIES,1266667
15-Dec-17,81022,BOITEKO REAHOLA EDUCARE,FS,CHARITIES,68400
26-Jun-17,81025,BOITUMELO CRECHE,FS,CHARITIES,1266666
03-Oct-17,81025,BOITUMELO CRECHE,FS,CHARITIES,1266667
15-Dec-17,81025,BOITEMELO CRECHE,FS,CHARITIES,192375
31-Jul-17,81034,TSWELOPELE DAY CARE CENTRE,FS,CHARITIES,1266666
02-Nov-17,81034,TSWELOPELE DAY CARE CENTRE,FS,CHARITIES,1266667
08-Aug-17,85051,SIYATHOKOZA ORPHAN AND VULNERABLE CHILDREN PROJECT,FS,CHARITIES,240000
03-Oct-17,86109,NORTHERN FREE STATE CAREGIVERS,FS,CHARITIES,1069160
28-Nov-17,86117,MABOLELA EDUCARE CENTRE,FS,CHARITIES,114396
21-Jun-17,86118,MAKENENG CRECHE,FS,CHARITIES,378331
